"","word"
"1999","and"
"2000","never"
"2001","settled"
"2002","at"
"2003","netherfield"
"2004","as"
"2005","he"
"2006","ought"
"2007","to"
"2008","be"
"2009","lady"
"2010","lucas"
"2011","quieted"
"2012","her"
"2013","fears"
"2014","a"
"2015","little"
"2016","by"
"2017","starting"
"2018","the"
"2019","idea"
"2020","of"
"2021","his"
"2022","being"
"2023","gone"
"2024","to"
"2025","london"
"2026","only"
"2027","to"
"2028","get"
"2029","a"
"2030","large"
"2031","party"
"2032","for"
"2033","the"
"2034","ball"
"2035","and"
"2036","a"
"2037","report"
"2038","soon"
"2039","followed"
"2040","that"
"2041","mr"
"2042","bingley"
"2043","was"
"2044","to"
"2045","bring"
"2046","twelve"
"2047","ladies"
"2048","and"
"2049","seven"
"2050","gentlemen"
"2051","with"
"2052","him"
"2053","to"
"2054","the"
"2055","assembly"
"2056","the"
"2057","girls"
"2058","grieved"
"2059","over"
"2060","such"
"2061","a"
"2062","number"
"2063","of"
"2064","ladies"
"2065","but"
"2066","were"
"2067","comforted"
"2068","the"
"2069","day"
"2070","before"
"2071","the"
"2072","ball"
"2073","by"
"2074","hearing"
"2075","that"
"2076","instead"
"2077","of"
"2078","twelve"
"2079","he"
"2080","brought"
"2081","only"
"2082","six"
"2083","with"
"2084","him"
"2085","from"
"2086","london"
"2087","his"
"2088","five"
"2089","sisters"
"2090","and"
"2091","a"
"2092","cousin"
"2093","and"
"2094","when"
"2095","the"
"2096","party"
"2097","entered"
"2098","the"
"2099","assembly"
"2100","room"
"2101","it"
"2102","consisted"
"2103","of"
"2104","only"
"2105","five"
"2106","altogether"
"2107","mr"
"2108","bingley"
"2109","his"
"2110","two"
"2111","sisters"
"2112","the"
"2113","husband"
"2114","of"
"2115","the"
"2116","eldest"
"2117","and"
"2118","another"
"2119","young"
"2120","man"
"2121","mr"
"2122","bingley"
"2123","was"
"2124","good"
"2125","looking"
"2126","and"
"2127","gentlemanlike"
"2128","he"
"2129","had"
"2130","a"
"2131","pleasant"
"2132","countenance"
"2133","and"
"2134","easy"
"2135","unaffected"
"2136","manners"
"2137","his"
"2138","sisters"
"2139","were"
"2140","fine"
"2141","women"
"2142","with"
"2143","an"
"2144","air"
"2145","of"
"2146","decided"
"2147","fashion"
"2148","his"
"2149","brother"
"2150","in"
"2151","law"
"2152","mr"
"2153","hurst"
"2154","merely"
"2155","looked"
"2156","the"
"2157","gentleman"
"2158","but"
"2159","his"
"2160","friend"
"2161","mr"
"2162","darcy"
"2163","soon"
"2164","drew"
"2165","the"
"2166","attention"
"2167","of"
"2168","the"
"2169","room"
"2170","by"
"2171","his"
"2172","fine"
"2173","tall"
"2174","person"
"2175","handsome"
"2176","features"
"2177","noble"
"2178","mien"
"2179","and"
"2180","the"
"2181","report"
"2182","which"
"2183","was"
"2184","in"
"2185","general"
"2186","circulation"
"2187","within"
"2188","five"
"2189","minutes"
"2190","after"
"2191","his"
"2192","entrance"
"2193","of"
"2194","his"
"2195","having"
"2196","ten"
"2197","thousand"
"2198","a"
"2199","year"
"2200","the"
"2201","gentlemen"
"2202","pronounced"
"2203","him"
"2204","to"
"2205","be"
"2206","a"
"2207","fine"
"2208","figure"
"2209","of"
"2210","a"
"2211","man"
"2212","the"
"2213","ladies"
"2214","declared"
"2215","he"
"2216","was"
"2217","much"
"2218","handsomer"
"2219","than"
"2220","mr"
"2221","bingley"
"2222","and"
"2223","he"
"2224","was"
"2225","looked"
"2226","at"
"2227","with"
"2228","great"
"2229","admiration"
"2230","for"
"2231","about"
"2232","half"
"2233","the"
"2234","evening"
"2235","till"
"2236","his"
"2237","manners"
"2238","gave"
"2239","a"
"2240","disgust"
"2241","which"
"2242","turned"
"2243","the"
"2244","tide"
"2245","of"
"2246","his"
"2247","popularity"
"2248","for"
"2249","he"
"2250","was"
"2251","discovered"
"2252","to"
"2253","be"
"2254","proud"
"2255","to"
"2256","be"
"2257","above"
"2258","his"
"2259","company"
"2260","and"
"2261","above"
"2262","being"
"2263","pleased"
"2264","and"
"2265","not"
"2266","all"
"2267","his"
"2268","large"
"2269","estate"
"2270","in"
"2271","derbyshire"
"2272","could"
"2273","then"
"2274","save"
"2275","him"
"2276","from"
"2277","having"
"2278","a"
"2279","most"
"2280","forbidding"
"2281","disagreeable"
"2282","countenance"
"2283","and"
"2284","being"
"2285","unworthy"
"2286","to"
"2287","be"
"2288","compared"
"2289","with"
"2290","his"
"2291","friend"
"2292","mr"
"2293","bingley"
"2294","had"
"2295","soon"
"2296","made"
"2297","himself"
"2298","acquainted"
"2299","with"
"2300","all"
"2301","the"
"2302","principal"
"2303","people"
"2304","in"
"2305","the"
"2306","room"
"2307","he"
"2308","was"
"2309","lively"
"2310","and"
"2311","unreserved"
"2312","danced"
"2313","every"
"2314","dance"
"2315","was"
"2316","angry"
"2317","that"
"2318","the"
"2319","ball"
"2320","closed"
"2321","so"
"2322","early"
"2323","and"
"2324","talked"
"2325","of"
"2326","giving"
"2327","one"
"2328","himself"
"2329","at"
"2330","netherfield"
"2331","such"
"2332","amiable"
"2333","qualities"
"2334","must"
"2335","speak"
"2336","for"
"2337","themselves"
"2338","what"
"2339","a"
"2340","contrast"
"2341","between"
"2342","him"
"2343","and"
"2344","his"
"2345","friend"
"2346","mr"
"2347","darcy"
"2348","danced"
"2349","only"
"2350","once"
"2351","with"
"2352","mrs"
"2353","hurst"
"2354","and"
"2355","once"
"2356","with"
"2357","miss"
"2358","bingley"
"2359","declined"
"2360","being"
"2361","introduced"
"2362","to"
"2363","any"
"2364","other"
"2365","lady"
"2366","and"
"2367","spent"
"2368","the"
"2369","rest"
"2370","of"
"2371","the"
"2372","evening"
"2373","in"
"2374","walking"
"2375","about"
"2376","the"
"2377","room"
"2378","speaking"
"2379","occasionally"
"2380","to"
"2381","one"
"2382","of"
"2383","his"
"2384","own"
"2385","party"
"2386","his"
"2387","character"
"2388","was"
"2389","decided"
"2390","he"
"2391","was"
"2392","the"
"2393","proudest"
"2394","most"
"2395","disagreeable"
"2396","man"
"2397","in"
"2398","the"
"2399","world"
"2400","and"
"2401","everybody"
"2402","hoped"
"2403","that"
"2404","he"
"2405","would"
"2406","never"
"2407","come"
"2408","there"
"2409","again"
"2410","amongst"
"2411","the"
"2412","most"
"2413","violent"
"2414","against"
"2415","him"
"2416","was"
"2417","mrs"
"2418","bennet"
"2419","whose"
"2420","dislike"
"2421","of"
"2422","his"
"2423","general"
"2424","behaviour"
"2425","was"
"2426","sharpened"
"2427","into"
"2428","particular"
"2429","resentment"
"2430","by"
"2431","his"
"2432","having"
"2433","slighted"
"2434","one"
"2435","of"
"2436","her"
"2437","daughters"
"2438","elizabeth"
"2439","bennet"
"2440","had"
"2441","been"
"2442","obliged"
"2443","by"
"2444","the"
"2445","scarcity"
"2446","of"
"2447","gentlemen"
"2448","to"
"2449","sit"
"2450","down"
"2451","for"
"2452","two"
"2453","dances"
"2454","and"
"2455","during"
"2456","part"
"2457","of"
"2458","that"
"2459","time"
"2460","mr"
"2461","darcy"
"2462","had"
"2463","been"
"2464","standing"
"2465","near"
"2466","enough"
"2467","for"
"2468","her"
"2469","to"
"2470","hear"
"2471","a"
"2472","conversation"
"2473","between"
"2474","him"
"2475","and"
"2476","mr"
"2477","bingley"
"2478","who"
"2479","came"
"2480","from"
"2481","the"
"2482","dance"
"2483","for"
"2484","a"
"2485","few"
"2486","minutes"
"2487","to"
"2488","press"
"2489","his"
"2490","friend"
"2491","to"
"2492","join"
"2493","it"
"2494","come"
"2495","darcy"
"2496","said"
"2497","he"
"2498","i"
"2499","must"
"2500","have"
"2501","you"
"2502","dance"
"2503","i"
"2504","hate"
"2505","to"
"2506","see"
"2507","you"
"2508","standing"
"2509","about"
"2510","by"
"2511","yourself"
"2512","in"
"2513","this"
"2514","stupid"
"2515","manner"
"2516","you"
"2517","had"
"2518","much"
"2519","better"
"2520","dance"
"2521","i"
"2522","certainly"
"2523","shall"
"2524","not"
"2525","you"
"2526","know"
"2527","how"
"2528","i"
"2529","detest"
"2530","it"
"2531","unless"
"2532","i"
"2533","am"
"2534","particularly"
"2535","acquainted"
"2536","with"
"2537","my"
"2538","partner"
"2539","at"
"2540","such"
"2541","an"
"2542","assembly"
"2543","as"
"2544","this"
"2545","it"
"2546","would"
"2547","be"
"2548","insupportable"
"2549","your"
"2550","sisters"
"2551","are"
"2552","engaged"
"2553","and"
"2554","there"
"2555","is"
"2556","not"
"2557","another"
"2558","woman"
"2559","in"
"2560","the"
"2561","room"
"2562","whom"
"2563","it"
"2564","would"
"2565","not"
"2566","be"
"2567","a"
"2568","punishment"
"2569","to"
"2570","me"
"2571","to"
"2572","stand"
"2573","up"
"2574","with"
"2575","i"
"2576","would"
"2577","not"
"2578","be"
"2579","so"
"2580","fastidious"
"2581","as"
"2582","you"
"2583","are"
"2584","cried"
"2585","mr"
"2586","bingley"
"2587","for"
"2588","a"
"2589","kingdom"
"2590","upon"
"2591","my"
"2592","honour"
"2593","i"
"2594","never"
"2595","met"
"2596","with"
"2597","so"
"2598","many"
"2599","pleasant"
"2600","girls"
"2601","in"
"2602","my"
"2603","life"
"2604","as"
"2605","i"
"2606","have"
"2607","this"
"2608","evening"
"2609","and"
"2610","there"
"2611","are"
"2612","several"
"2613","of"
"2614","them"
"2615","you"
"2616","see"
"2617","uncommonly"
"2618","pretty"
"2619","you"
"2620","are"
"2621","dancing"
"2622","with"
"2623","the"
"2624","only"
"2625","handsome"
"2626","girl"
"2627","in"
"2628","the"
"2629","room"
"2630","said"
"2631","mr"
"2632","darcy"
"2633","looking"
"2634","at"
"2635","the"
"2636","eldest"
"2637","miss"
"2638","bennet"
"2639","oh"
"2640","she"
"2641","is"
"2642","the"
"2643","most"
"2644","beautiful"
"2645","creature"
"2646","i"
"2647","ever"
"2648","beheld"
"2649","but"
"2650","there"
"2651","is"
"2652","one"
"2653","of"
"2654","her"
"2655","sisters"
"2656","sitting"
"2657","down"
"2658","just"
"2659","behind"
"2660","you"
"2661","who"
"2662","is"
"2663","very"
"2664","pretty"
"2665","and"
"2666","i"
"2667","dare"
"2668","say"
"2669","very"
"2670","agreeable"
"2671","do"
"2672","let"
"2673","me"
"2674","ask"
"2675","my"
"2676","partner"
"2677","to"
"2678","introduce"
"2679","you"
"2680","which"
"2681","do"
"2682","you"
"2683","mean"
"2684","and"
"2685","turning"
"2686","round"
"2687","he"
"2688","looked"
"2689","for"
"2690","a"
"2691","moment"
"2692","at"
"2693","elizabeth"
"2694","till"
"2695","catching"
"2696","her"
"2697","eye"
"2698","he"
"2699","withdrew"
"2700","his"
"2701","own"
"2702","and"
"2703","coldly"
"2704","said"
"2705","she"
"2706","is"
"2707","tolerable"
"2708","but"
"2709","not"
"2710","handsome"
"2711","enough"
"2712","to"
"2713","tempt"
"2714","me"
"2715","i"
"2716","am"
"2717","in"
"2718","no"
"2719","humour"
"2720","at"
"2721","present"
"2722","to"
"2723","give"
"2724","consequence"
"2725","to"
"2726","young"
"2727","ladies"
"2728","who"
"2729","are"
"2730","slighted"
"2731","by"
"2732","other"
"2733","men"
"2734","you"
"2735","had"
"2736","better"
"2737","return"
"2738","to"
"2739","your"
"2740","partner"
"2741","and"
"2742","enjoy"
"2743","her"
"2744","smiles"
"2745","for"
"2746","you"
"2747","are"
"2748","wasting"
"2749","your"
"2750","time"
"2751","with"
"2752","me"
"2753","mr"
"2754","bingley"
"2755","followed"
"2756","his"
"2757","advice"
"2758","mr"
"2759","darcy"
"2760","walked"
"2761","off"
"2762","and"
"2763","elizabeth"
"2764","remained"
"2765","with"
"2766","no"
"2767","very"
"2768","cordial"
"2769","feelings"
"2770","toward"
"2771","him"
"2772","she"
"2773","told"
"2774","the"
"2775","story"
"2776","however"
"2777","with"
"2778","great"
"2779","spirit"
"2780","among"
"2781","her"
"2782","friends"
"2783","for"
"2784","she"
"2785","had"
"2786","a"
"2787","lively"
"2788","playful"
"2789","disposition"
"2790","which"
"2791","delighted"
"2792","in"
"2793","anything"
"2794","ridiculous"
"2795","the"
"2796","evening"
"2797","altogether"
"2798","passed"
"2799","off"
"2800","pleasantly"
"2801","to"
"2802","the"
"2803","whole"
"2804","family"
"2805","mrs"
"2806","bennet"
"2807","had"
"2808","seen"
"2809","her"
"2810","eldest"
"2811","daughter"
"2812","much"
"2813","admired"
"2814","by"
"2815","the"
"2816","netherfield"
"2817","party"
"2818","mr"
"2819","bingley"
"2820","had"
"2821","danced"
"2822","with"
"2823","her"
"2824","twice"
"2825","and"
"2826","she"
"2827","had"
"2828","been"
"2829","distinguished"
"2830","by"
"2831","his"
"2832","sisters"
"2833","jane"
"2834","was"
"2835","as"
"2836","much"
"2837","gratified"
"2838","by"
"2839","this"
"2840","as"
"2841","her"
"2842","mother"
"2843","could"
"2844","be"
"2845","though"
"2846","in"
"2847","a"
"2848","quieter"
"2849","way"
"2850","elizabeth"
"2851","felt"
"2852","jane's"
"2853","pleasure"
"2854","mary"
"2855","had"
"2856","heard"
"2857","herself"
"2858","mentioned"
"2859","to"
"2860","miss"
"2861","bingley"
"2862","as"
"2863","the"
"2864","most"
"2865","accomplished"
"2866","girl"
"2867","in"
"2868","the"
"2869","neighbourhood"
"2870","and"
"2871","catherine"
"2872","and"
"2873","lydia"
"2874","had"
"2875","been"
"2876","fortunate"
"2877","enough"
"2878","never"
"2879","to"
"2880","be"
"2881","without"
"2882","partners"
"2883","which"
"2884","was"
"2885","all"
"2886","that"
"2887","they"
"2888","had"
"2889","yet"
"2890","learnt"
"2891","to"
"2892","care"
"2893","for"
"2894","at"
"2895","a"
"2896","ball"
"2897","they"
"2898","returned"
"2899","therefore"
"2900","in"
"2901","good"
"2902","spirits"
"2903","to"
"2904","longbourn"
"2905","the"
"2906","village"
"2907","where"
"2908","they"
"2909","lived"
"2910","and"
"2911","of"
"2912","which"
"2913","they"
"2914","were"
"2915","the"
"2916","principal"
"2917","inhabitants"
"2918","they"
"2919","found"
"2920","mr"
"2921","bennet"
"2922","still"
"2923","up"
"2924","with"
"2925","a"
"2926","book"
"2927","he"
"2928","was"
"2929","regardless"
"2930","of"
"2931","time"
"2932","and"
"2933","on"
"2934","the"
"2935","present"
"2936","occasion"
"2937","he"
"2938","had"
"2939","a"
"2940","good"
"2941","deal"
"2942","of"
"2943","curiosity"
"2944","as"
"2945","to"
"2946","the"
"2947","event"
"2948","of"
"2949","an"
"2950","evening"
"2951","which"
"2952","had"
"2953","raised"
"2954","such"
"2955","splendid"
"2956","expectations"
"2957","he"
"2958","had"
"2959","rather"
"2960","hoped"
"2961","that"
"2962","his"
"2963","wife's"
"2964","views"
"2965","on"
"2966","the"
"2967","stranger"
"2968","would"
"2969","be"
"2970","disappointed"
"2971","but"
"2972","he"
"2973","soon"
"2974","found"
"2975","out"
"2976","that"
"2977","he"
"2978","had"
"2979","a"
"2980","different"
"2981","story"
"2982","to"
"2983","hear"
"2984","oh"
"2985","my"
"2986","dear"
"2987","mr"
"2988","bennet"
"2989","as"
"2990","she"
"2991","entered"
"2992","the"
"2993","room"
"2994","we"
"2995","have"
"2996","had"
"2997","a"
"2998","most"
"2999","delightful"
"3000","evening"
"3001","a"
"3002","most"
"3003","excellent"
"3004","ball"
"3005","i"
"3006","wish"
"3007","you"
"3008","had"
"3009","been"
"3010","there"
"3011","jane"
"3012","was"
"3013","so"
"3014","admired"
"3015","nothing"
"3016","could"
"3017","be"
"3018","like"
"3019","it"
"3020","everybody"
"3021","said"
"3022","how"
"3023","well"
"3024","she"
"3025","looked"
"3026","and"
"3027","mr"
"3028","bingley"
"3029","thought"
"3030","her"
"3031","quite"
"3032","beautiful"
"3033","and"
"3034","danced"
"3035","with"
"3036","her"
"3037","twice"
"3038","only"
"3039","think"
"3040","of"
"3041","that"
"3042","my"
"3043","dear"
"3044","he"
"3045","actually"
"3046","danced"
"3047","with"
"3048","her"
"3049","twice"
"3050","and"
"3051","she"
"3052","was"
"3053","the"
"3054","only"
"3055","creature"
"3056","in"
"3057","the"
"3058","room"
"3059","that"
"3060","he"
"3061","asked"
"3062","a"
"3063","second"
"3064","time"
"3065","first"
"3066","of"
"3067","all"
"3068","he"
"3069","asked"
"3070","miss"
"3071","lucas"
"3072","i"
"3073","was"
"3074","so"
"3075","vexed"
"3076","to"
"3077","see"
"3078","him"
"3079","stand"
"3080","up"
"3081","with"
"3082","her"
"3083","but"
"3084","however"
"3085","he"
"3086","did"
"3087","not"
"3088","admire"
"3089","her"
"3090","at"
"3091","all"
"3092","indeed"
"3093","nobody"
"3094","can"
"3095","you"
"3096","know"
"3097","and"
"3098","he"
"3099","seemed"
"3100","quite"
"3101","struck"
"3102","with"
"3103","jane"
"3104","as"
"3105","she"
"3106","was"
"3107","going"
"3108","down"
"3109","the"
"3110","dance"
"3111","so"
"3112","he"
"3113","inquired"
"3114","who"
"3115","she"
"3116","was"
"3117","and"
"3118","got"
"3119","introduced"
"3120","and"
"3121","asked"
"3122","her"
"3123","for"
"3124","the"
"3125","two"
"3126","next"
"3127","then"
"3128","the"
"3129","two"
"3130","third"
"3131","he"
"3132","danced"
"3133","with"
"3134","miss"
"3135","king"
"3136","and"
"3137","the"
"3138","two"
"3139","fourth"
"3140","with"
"3141","maria"
"3142","lucas"
"3143","and"
"3144","the"
"3145","two"
"3146","fifth"
"3147","with"
"3148","jane"
"3149","again"
"3150","and"
"3151","the"
"3152","two"
"3153","sixth"
"3154","with"
"3155","lizzy"
"3156","and"
"3157","the"
"3158","boulanger"
"3159","if"
"3160","he"
"3161","had"
"3162","had"
"3163","any"
"3164","compassion"
"3165","for"
"3166","me"
"3167","cried"
"3168","her"
"3169","husband"
"3170","impatiently"
"3171","he"
"3172","would"
"3173","not"
"3174","have"
"3175","danced"
"3176","half"
"3177","so"
"3178","much"
"3179","for"
"3180","god's"
"3181","sake"
"3182","say"
"3183","no"
"3184","more"
"3185","of"
"3186","his"
"3187","partners"
"3188","oh"
"3189","that"
"3190","he"
"3191","had"
"3192","sprained"
"3193","his"
"3194","ankle"
"3195","in"
"3196","the"
"3197","first"
"3198","dance"
"3199","oh"
"3200","my"
"3201","dear"
"3202","i"
"3203","am"
"3204","quite"
"3205","delighted"
"3206","with"
"3207","him"
"3208","he"
"3209","is"
"3210","so"
"3211","excessively"
"3212","handsome"
"3213","and"
"3214","his"
"3215","sisters"
"3216","are"
"3217","charming"
"3218","women"
"3219","i"
"3220","never"
"3221","in"
"3222","my"
"3223","life"
"3224","saw"
"3225","anything"
"3226","more"
"3227","elegant"
"3228","than"
"3229","their"
"3230","dresses"
"3231","i"
"3232","dare"
"3233","say"
"3234","the"
"3235","lace"
"3236","upon"
"3237","mrs"
"3238","hurst's"
"3239","gown"
"3240","here"
"3241","she"
"3242","was"
"3243","interrupted"
"3244","again"
"3245","mr"
"3246","bennet"
